3706.5	65.97
1986.8	85.604
2130.6	102
4262.4	112.07
6457.2	112.95
8248	104.29
9400.8	88.091
9843.5	67.067
9632.8	44.822
9012.8	27.074
8450	14.866
8475.6	5.099
9322.2	6
10713	20.809
12121	38.626
13117	56.089
13424	70.036
12919	77.201
11603	76.688
9601.6	67.801
7122.7	55.227
4450.2	42.72
2078.2	37
1801.4	41.485
3312.3	48.01
4489.6	53.852
4995.8	56.639
4819.5	54.571
4059.2	49.041
2923.6	43.186
1866.3	34.525
1884.1	25.632
2885.9	15.62
3929.1	5.3852
4645.5	7.0711
4920.4	19.313
4766.2	31.401
4210.9	42.45
3365.6	51.196
2361.3	56.462
1334.5	58.669
415.43	58.694
440.41	56.727
989.66	52.01
1362.1	46.228
1592.6	37.363
1747.1	25
1866.6	10.77
1959.4	15.556
1991.6	34.482
1944.9	54.037
1826.2	69.354
1739.4	80.777
1808.3	85.006
2093.5	85.147
2514.9	81.707
2911.4	77.492
3171.9	75.472
3227.5	79.076
3064.4	85.796
2723.1	93.343
2344.7	97.129
2177.3	95.383
2420.7	84.006
2990.3	64.846
3630.5	38.184
4160.3	18.028
4459.1	36.139
4483.8	61.131
4216.4	79.925
3669.7	87.207
2905.9	84.012
2005.1	72.346
1126.8	59.682
835.22	53.712
1460.5	57.801
2218.2	65.253
2816.3	67.231
3197.6	61.855
3332.4	51.245
3242.5	35.735
2969.2	22.472
2634.1	13.038
2403.5	8.6023
2453.3	2.2361
2807.2	8.9443
3290.2	23.087
3710.5	38.079
3965.1	50.448
3965.7	58.052
3703.1	60.083
3199.9	55.227
2543.2	47.074
1911.6	36.401
1657.1	26.87
1994.2	18.974
2606	16.125
3171.4	16.125
3555.5	19.723
3694.9	25.02
3585.7	29.53
3268.1	34.67
2813.8	37.054
2332.3	38.484
1945.3	40
1768.5	41.304
1791.2	44.777
1882.5	49.406
1927.3	54.231
1861.1	60.926
1664.7	66.068
1369.6	69.857
1013	72.007
634.04	72.201
338.78	72.346
387.42	73.164
666.2	75.107
941.7	76.844
1184.7	75.743
1366.2	72.236
1476	65.276
1505.1	56.303
1441.4	46.53
1278.3	39.013
1035.3	34.176
742.45	34.205
498.22	39.661
